Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,javascript_yn,rest_yn,spark,angular,react,scala,cpp,python
Civil Engineer/Project Manager (4+ years) Local Candidates Preferred,$74K-$144K (Glassdoor est.),"Civil Engineering Project Manager Position
PACLAND is seeking individuals who want to be part of a company where their voice is heard and hard work is recognized. If you’re in a current position where you aren’t a larger part of a project team or feel your skills are under-utilized, come join us so we can get you on a proper career path. If your company is downsizing because of workloads, make the change now to keep your benefits in-place.
Ideal opportunity for a well-rounded, driven, experienced civil engineering professional seeking increased responsibility, career growth opportunities, and new challenges in a fast-paced, high-energy, team-oriented consulting environment. Our office is located in the Greenwood community of North Seattle, in a family-friendly neighborhood close to Green Lake, Ballard, and the Woodland Park Zoo.
Founded in 1994, PACLAND is recognized as one of the best, growing, full-service onsite and development consulting/engineering firms in the western part of the nation. PACLAND is the right place for bright, creative, innovative, energetic people who seek an opportunity to accelerate their careers at an entrepreneurial firm where the only limitation to an aspiring professional’s career progression is their own ability, desire and vision.
Project Managers will manage staff, clients, and projects. They will be responsible for the work associated with technical calculations, reports, design and coordination of civil engineering site work. Engineers are involved with various elements of site design. Design elements may include Erosion Control, Grading, Drainage, Sewer, Water, Stormwater and Franchise Utilities. Project Managers will manage staff, clients, and projects.
Desired Qualifications for this position include:
Communication skills to be an integral part of a team and to meet with agencies and clients
BS in Civil Engineering
Washington State Professional Engineer (PE) certification and 4+ years of experience
Knowledge of AutoCAD 2016 and earlier (Civil3D preferred)
Experience using stormwater modeling software (Stormshed, WWHM, KCRTS)
Experience with cost estimating, site planning, permitting in local agencies, storm/sewer/water/grading design
Experience drafting/designing on commercial, residential, industrial, and/or public development projects
PACLAND’s compensation program recognizes and rewards employees for their hard work, and employee bonuses can be substantial and are awarded regularly for outstanding performance. Benefit Programs include 401(K) with employer match; health, vision, dental, life and long-term disability insurance; and three weeks of paid time-off.
Please respond to this ad or mail to the following address:
PACLAND - Seattle
Attn: Hiring Coordinator
6814 Greenwood Avenue N
Seattle, WA 98103
No recruiters, please.
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Education:
Bachelor's (Required)
Experience:
Civil engineering: 4 years (Required)
License/Certification:
Washington State PE in Civil Engineering (Required)
Work Location:
One location
Work Remotely:
Yes, temporarily due to COVID-19",-1.0,PACLAND - Seattle,"Seattle, WA",-1,-1,-1,-1,-1,-1,0,0,74,144,109.0,PACLAND - Seattle, WA,-1,0,0,0,0,0,0,0,0
Senior Full Stack Engineer,$74K-$144K (Glassdoor est.),"Who are we?
Lawplus (lawplus.ai) is developing new technologies which are reshaping the legal landscape. Our tools are designed to eliminate all mundane and repetitive tasks in law firms. Law firms love us because our tools save them a lot time and allows them to focus on what matters most - their clients. We are currently working on Lawplus Mail, which is an intelligent email application that automatically processes and calendars legal service emails. At this moment, Lawplus Mail is cutting the processing time of legal emails by half. Our goal is to cut the processing time in its entirety by the end of this year.
Why work for for us?
If you're interested in working at a fast growing startup with a passionate team determined to make great software that really helps people, we recommend you apply! Plus, as an early stage startup, we have tons of opportunities to advance your career path in many possible directions. We use Typescript/NodeJS, React, Postgres, Mongo, Redis, GraphQL and many other technologies, but we don't think it matters if you've used similar technologies on a different stack. Our engineering teams tackle a diverse and evolving array of challenges; from architecting and scaling our micro-services to handling real-time data streams and using machine learning and natural language processing to create awesome products. This position is full-time and remote (within the US).
Responsibilities
Working with a wide range of platforms and technologies to own and solve problems.
Collaborating with experts across our organization to design platform features with an eye toward usability and simplicity.
Continuously integrating feedback from users into new products and features.
Providing feedback to the team in an effort to discover and shape best practices.
Requirements
3+ years of professional experience working in a fast-paced environment.
Significant experience building and shipping state-driven UIs, preferably with React.
Extensive experience with database technologies such as SQL and Mongo.
Proficient with modern Javascript (ES6+: Classes, modules, arrow functions, async/await, destructuring, etc.).
Enjoy venturing outside your comfort zone and experimenting with new technologies and architectures.
Strong software development fundamentals (data structures, algorithms, etc.).
Keenness for writing good, meaningful tests and maintaining thorough test coverage.
Experience with large, complex code bases and know how to maintain them.
Solid understanding of performance implications and scalability of code.
Amazing if you have experience in: Kubernetes cluster hosted on AWS EC2 nodes, WebRTC, Web Sockets, Electron, CI/CD, GraphQL and Apollo.
Benefits
Competitive Salary
Healthcare Benefits
Stock Option Plan
401k Plan
Flexible vacation and work schedule
Visa sponsorship
The opportunity to work for the coolest legal tech startup on the market!
Job Type: Full-time
Pay: $60,000.00 - $105,000.00 per year
Benefits:
401(k)
Dental insurance
Disability insurance
Employee discount
Flexible schedule
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Work Location:
One location
Company's website:
lawplus.ai
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Yes, always
COVID-19 Precaution(s):
Remote interview process
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place",-1.0,Lawplus,"Miami Lakes, FL",-1,-1,-1,-1,-1,-1,0,0,74,144,109.0,Lawplus, FL,-1,1,1,0,0,1,1,0,0
Network Engineer (AER0003Z5),$74K-$144K (Glassdoor est.),"Job Description:
ERC is a servant-leader oriented company with approximately 1,800 employees and multiple contracts across the US. We believe that our culture has a direct influence on the job satisfaction of our employees and is reflected in the outstanding quality of service received by our customers.
Your role:
The junior network engineer will support the Missile Defense Agency IRES contract with work located at Schriever AFB, near Colorado Springs, Colorado.

What you’ll do all day:
The Network Engineer I supports the Missile Defense Agency (MDA) on the Integrated Research and Development for Enterprise Solutions (IRES) contract. The candidate will:
Support Senior Network Engineers with the design, configuration, installation, and test of IT network and boundary protection devices and systems within the MDA Enterprise.
Be responsible for supporting site surveys, acting as a liaison between remote site personnel, Senior Network Engineers, and Project Managers; in order to assist in data collection and validation efforts for remote MDA Locations.
Support Senior Network Engineers with developing and documenting detailed designs with supporting implementation, test, and transition plans.
Usher proposed system changes through the Configuration Management Process to help ensure successful implementation of changes and transition to O&M RBA teams.

Assist Senior Network Engineers with providing specifications and detailed schematics for network architectures, hardware and software selections, implementation techniques, and tools for the most efficient solution to meet business needs, including present and future capacity requirements.
Position may require up to 50% travel in support of MDA remote site integration activities.
You will love this job if you:
Are a self-starter and require little oversight to complete given tasks
Enjoy a fast-paced work environment
Love working with diverse groups of individuals, including engineers and technicians
Are good at communicating with people
Have a positive attitude
Enjoy multitasking

Minimum requirements for this position:
Must have 2 years’ directly related experience in a technical field.
Must have an active DoD Secret Security Clearance.
Must have or be able to obtain and maintain a DoD 8570.01 IAT Level II approved certification or higher (e.g. CompTIA Security+ CE) prior to start
Desired skills and experience for this position:
Network technical experience with a solid understanding of Cisco internal and external routing protocols.
Possess Cisco entry level certification such as CCENT or CCT.
Local and long-haul data transmission mediums experience (RS-530, T1, OC-x, etc.)
What we offer:
Competitive salaries.
Continuing education assistance.
Professional development allotment.
Multiple healthcare benefit packages.
401K with employer matching.
Paid time off (PTO) along with federally recognized holiday schedule",3.0,"ERC, Inc.
3.0","Colorado Springs, CO",51 to 200 Employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),0,0,74,144,109.0,"ERC, Inc.
", CO,-1,0,0,0,0,0,0,0,0
Software Engineer - TS/SCI w/ Poly Required,$52K-$106K (Glassdoor est.),"Type of Requisition:
Regular
Clearance Level Must Currently Possess:
Top Secret SCI + Polygraph
Clearance Level Must Be Able to Obtain:
Top Secret SCI + Polygraph
Suitability:
No Suitability Required
Public Trust/Other Required:
Job Family:
Software Engineering
Job Description:
The Software Engineer will design, develop, code, test, and debug complex software products, or make significant enhancements to existing software. The ideal candidate is a hands-on platform builder with significant experience in developing scalable data platforms, with experience in business intelligence, analytics, data science and data products. They must have strong, firsthand technical expertise in a variety of configuration management and big data technologies and the proven ability to fashion robust scalable solutions that can manage large data sets. They must be at ease working in an agile environment with little supervision. This person should embody a passion for continuous improvement and innovation.
REQUIRED KNOWLEDGE/SKILLS
10+ years of related software development experience.
Hands-on experience with modern programming languages including Java, Java Script, Python, and other non-relational databases.
DevOps experience building and deploying cloud infrastructure with technologies like Ansible, Cloud Formation, Puppet, etc.
We are looking for a candidate with hands-on experience and is familiar with one or more of the following software/tools:
Experience with monitoring technologies like ELK, Prometheus, Grafana, etc.
Experience with building APIs and services using REST, Hadoop, Map Reduce, Spark, etc.
Experience with build automation technologies like Maven, Jenkins, etc.
Experience with Linux (preferred) or Windows operating systems.
DESIRED KNOWLEDGE/SKILLS
Hands-on experience working with Elastic Search, Mongo DB, Docker, Kubernetes, Rabbit MQ, and NiFi.
Design and develop a processing platform using various configuration management technologies.
Provide ongoing maintenance, support, and enhancements in existing systems and platforms.
Troubleshoots complex problems and provides customer support for software systems and application issues.
Provide recommendations for continuous improvement.
Work alongside other engineers on the team to sustain and advance our organization’s capabilities.

DESIRED QUALIFICATIONS: BA/BS (or equivalent experience), 10+ years of experience
Scheduled Weekly Hours:
40
Travel Required:
None
Telecommuting Options:
Telecommuting Not Allowed
Work Location:
USA VA McLean
Additional Work Locations:
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.6,"General Dynamics
3.6","McLean, VA",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),0,0,52,106,79.0,"General Dynamics
", VA,24,0,1,1,0,0,1,0,1
Senior Software Engineer,$52K-$106K (Glassdoor est.),"As a Senior Software Engineer at Lucid Software you will be helping to build our world-class web applications. Lucidchart and Lucidpress push the boundaries of what is possible in your browser. They are powerful HTML5/JavaScript applications that use state of the art tech like Angular, TypeScript, Scala, and AWS to craft a user experience that feels like a desktop application. Ideally, you are passionate about new opportunities and have a demonstrable track record of success in delivering features and products. Building reliable, scalable, and high-performance products requires extraordinary technical expertise, a sound understanding of the fundamentals of Computer Science, and practical experience.

We are looking for extraordinary Software Engineers who have experience building creative applications that customers love. You will have significant influence on our strategy by helping to define product features, drive the system architecture, and spearhead best practices to create a quality product. A commitment to teamwork and strong communication skills (to both business and technical partners) are absolute requirements. If you know how to deliver, are deeply technical and highly innovative, and relish the opportunity to delight customers with pioneering solutions to challenging problems, we want to talk to you.

Our mission is to help teams see and build the future. And we hold true to our core values of: (1) innovation in everything we do; (2) passion & excellence in every area; (3) providing individual empowerment, initiative and ownership; and (4) teamwork over ego.
Responsibilities:
Design, develop, test, deploy, maintain, and improve software
Manage project priorities, deadlines, and deliverables
Support and develop software engineers by providing advice and coaching when needed

Requirements:

BS Degree in Computer Science, related technical field, or equivalent practical experience
5 years Industry experience
Experience building scalable systems

Preferred Qualifications:

Has built large products or applications. SaaS applications a bonus
Proficiency in JavaScript
Experience with CSS/HTML/DOM manipulation
Experience with Scala or Java
Understanding of MySQL or other relational database
Can easily thrive working in an energizing environment
Bias towards finding solutions vs. shutting down ideas
Detail oriented and organized
Excellent written and verbal communication skills
At Lucid Software our core values aren't just a pretty inspirational wall hanging. These principles work hard, just like we do. Lucidites use them, every day, whether they're discussing ideas for new projects, deciding on the best solution for a customer's problem, or interviewing candidates. It's just one of the many things that makes Lucid Software the best company to work for. Check out our Life at Lucid page and see how our core values align with yours.
We celebrate a diverse and an inclusive work environment, where we honor and support varying backgrounds, beliefs, and perspectives for the benefit of our business, including our employees and products. We are proud to be an equal opportunity workplace that has signed the Parity Pledge and strives to be a place where every Lucidite feels they belong. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. If you have a disability or special need that requires accommodation, please let us know.",4.3,"Lucid Software
4.3","Salt Lake City, UT",501 to 1000 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,52,106,79.0,"Lucid Software
", UT,10,1,0,0,1,0,1,0,0
Senior Software Engineer,$52K-$106K (Glassdoor est.),"Summary/Objective:
Senior Software Engineer is a high-level architect, mentor, process designer and coding member of the Assembly Software development team.
Essential Duties and Responsibilities:
Engineer, code and debug on both new and legacy platforms.
Understand and advance underlying architecture of production systems.
Estimate effort of development tasks.
Design and develop software using C#, ReactJS and SQL Server deployed to a pure cloud environment using Microsoft Azure.
Maintain and contribute to Assembly Software’s product platform as necessary.
Support CI/CD pipeline and other automation tasks.
Design technical requirements to deliver functional scope.
Mentor junior developers on cloud development.
Assist Product Support teams in solving customer problems as needed.
Perform code reviews, create unit and integration tests, etc.
Participate in special projects and perform other duties as required.
Qualifications, Experience and Education Requirements:
BS in Computer Science or equivalent combination of certification and experience
Lead / Senior position in commercial SaaS platform development
Object-Oriented design principles and software design patterns.
Understanding of SQL programming and database architecture in a SQL Server environment.
Excellent problem-solving skills are a must.
Proven ability to work well in a team environment.
Exceptional verbal and written communication skills.
Strong Organizational Skills and attention to detail.
7-10 years of software engineering including experience on:
C#.NET
Redis
OAuth2
ReactJS / AngularJS
Entity Framework / nHibernate
Azure Platforms
WebAPI and REST patterns
HTML5 / CSS3
Agile Methodology (Kanban/Scrum)
SaaS architecture and principles
Azure DevOps / Visual Studio Online
Job Type: Full-time
Benefits:
401(k)
Dental insurance
Disability insurance
Employee assistance program
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Vision insurance
Schedule:
Monday to Friday
Experience:
SaaS Development: 5 years (Required)
Education:
Bachelor's (Preferred)
Work authorization:
United States (Required)
Work Location:
Fully Remote
Work Remotely:
Yes, always",-1.0,Assembly Software,"Denver, CO",-1,-1,-1,-1,-1,-1,0,0,52,106,79.0,Assembly Software, CO,-1,0,1,0,1,1,0,0,0
LIMS Application Developer,$52K-$106K (Glassdoor est.),"Requirements
4 years C#
4 years SQL Server
2 years Linq for Objects
2 years Entity Framework 6
2 years Windows and Web Service Application Development
TFS
XML
Desirable Skills
Ability to Learn New Skills
SQL Server Administration
Active Directory Administration
Two years Web development focusing on WebForms (ASP.NET)
Description
Our new team member will begin the first couple of weeks learning our systems, methodologies and reviewing code as well as making minor bug fixes to our existing applications using Visual Studio 2019, C# as the primary language and .NET 4.8. Once familiar with how things operate the new team member will begin making large functional changes and additions to the systems. These systems could include our custom lab software, our backend web services, accounting or billing 3rd party software or possibly one of our new client portals. Most projects will require accepting the role of Business Analyst, Developer, Designer, DBA, etc., so flexibility is an extremely important asset. At the end of the day your 2 most important questions will need to be “Did I work well with my team members” and “Did I meet or exceed my customer’s expectations”.
Job Type: Full-time
Pay: $75,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Professional development assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Experience:
Entity Framework: 2 years (Required)
WebForms (ASP.NET): 2 years (Preferred)
C#: 4 years (Required)
SQL: 4 years (Required)
Linq for Objects: 2 years (Required)
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
www.gpl4u.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Yes, temporarily due to COVID-19",2.9,"The Great Plains Laboratory
2.9","Overland Park, KS",51 to 200 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,52,106,79.0,"The Great Plains Laboratory
", KS,-1,0,0,0,0,0,0,0,0
Signal and Information Processing Research Scientist,$52K-$106K (Glassdoor est.),"Job Description:
Our Reston office is seeking a talented Signal and Information Processing Research Scientist to be part of a strong team of scientists, engineers, and operations experts in pursuit of applied research and development of effective and efficient solutions for real-world National Security System problems.

The position responsibilities include data analysis, signal and clutter phenomenology identification/capture/modeling, and advanced algorithm development, implementation and testing. Projects will involve a variety of advanced sensing and Command and Control systems, ranging from Undersea Sensors to Airborne and Space systems employing sensory modes spanning, Acoustic, Radio Frequency, and Optical/IR.
Required Qualifications:
Degree in Electrical Engineering, Physics, Mathematics, or a related field, with a minimum of 2 years of relevant work experience
Capable of researching and implementing advanced processing methods
Demonstrated Knowledge Skills and Abilities in one or more of the areas of Sonar, Radar, Streaming Video, SIGINT, or related sensing domain
Demonstrated Knowledge Skills and Abilities in one or more of the subjects of Statistical Adaptive Array and Multichannel Processing, Stochastic Processes and Applications, Classical Inference/Detection and Estimation Theory, Fusion, Tracking, Classification, or relate field
Candidates must be comfortable in small work groups, doing extended development with minimal oversight and direction
A current active US security clearance
Preferred Qualifications
MS or PhD degree in Electrical Engineering, Physics, Mathematics
Experience in mathematical/physical modeling, simulation and performance analysis
Experience analyzing data on very large and diverse scales
Programming experience in Java or C/C++

Position Location: Reston, VA

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or protected veteran status. Metron takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

VEVRAA Federal Contractor",3.0,"Metron, Inc.
3.0","Reston, VA",51 to 200 Employees,-1,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$25 to $50 million (USD),0,0,52,106,79.0,"Metron, Inc.
", VA,-1,0,1,0,0,0,0,1,0
Professional Civil Engineer - 5 plus years experience required,$52K-$106K (Glassdoor est.),"Civil Engineer/Project Manager:
A well-established Civil Engineering and Land Surveying firm is seeking a full-time position for a Civil Engineer, with ample opportunity for growth and advancement.
The ideal candidate excels at contributing to all elements of Civil Engineering with a focus in Land Development and municipal approvals. This includes the development of conceptual site designs, wastewater collection, water distribution, stormwater management for commercial sites and residential subdivision projects. Duties include but are not limited to the design of plans and specifications, detailed calculations, producing project drawings and reports, review agency coordination (Local, State and Federal) supervising, coordinating and reviewing work of engineers and technicians, communicating directly with clients to review design concepts, requirements and guiding the project through the design/construction/implementation phases.
Minimum Education: Bachelor’s Degree in Civil/Environmental Engineering
Minimum Experiences: 5+ years
Registration: Professional Engineering License required.
Ideal candidate will have experience with municipal, industrial and private development clients.
Skills:
Proficiency in AutoCAD is mandatory.
Proficiency in Microsoft Office Software is mandatory.
Hydraulic and hydrological modeling software experience is mandatory (HydroCAD specifically is a plus).
Excellent verbal and written communication skills required.
Ability to work independently and with others.
Willingness to learn and expand responsibilities and provide leadership to develop into a management position.
Offering a competitive salary which includes health, dental and a supplemental insurance package.
Job Type: Full-time
Benefits:
Dental insurance
Health insurance
Life insurance
Paid time off
Schedule:
8 hour shift
Experience:
AutoCAD: 1 year (Preferred)
Communication Skills: 1 year (Preferred)
Microsoft Office: 1 year (Preferred)
Education:
Bachelor's (Preferred)
License:
Professional Engineer (Preferred)
Work Location:
One location
This Company Describes Its Culture as:
Outcome-oriented -- results-focused with strong performance culture
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",-1.0,"ABD Engineers, LLP","Schenectady, NY",-1,-1,-1,-1,-1,-1,0,0,52,106,79.0,"ABD Engineers, LLP", NY,-1,0,0,0,0,0,0,0,0
Software Development Engineer (Backend),$52K-$106K (Glassdoor est.),"ABOUT 4C:

4C is building the leading self-service intelligence platform for marketers to drive business outcomes across closed ecosystems. Brands, agencies, and media owners around the world trust Scope by 4C™ to surface insights about their most valuable consumers and creatives, and activate them across channels and devices. With over $2 billion in annualized advertising spend running through Scope, 4C bridges linear television, streaming video, digital commerce, and social media. Founded in 2011 and based in Chicago, 4C has staff in the United States, United Kingdom, the Netherlands, and Singapore. Visit www.4Cinsights.com for more information.
ABOUT THE ROLE:

4C is looking for talented Software Development Engineers who are passionate about solving real problems and are excited about using the latest technology to do it.

As an engineer on the team, you will be responsible for helping craft the future of our offerings - from the database layers to the APIs that surface our data and functionality to our users. You will be working closely with people across engineering, product, and design to help develop an amazing experience for our agency & brand customers.

A little about our team: we are largely a fullstack team of experts in frontend, backend, product and design. We care deeply about our stack and tools, focusing on the best to get the job done. We've built a large Python Flask application that is supported by an array of smaller services, and are in the process of adding further robustness to our systems by doubling down on service based architecture. We integrate with a myriad of third-party APIs which require a rigorous attention to detail and creative solutions to ensure we handle all situations gracefully. Performance is incredibly important to us, as we often need to quickly surface large data sets to our users. We are a team that values continuous learning, curiosity, clear communication, deep self-motivation, and are committed to building an inclusive environment for everyone.

RESPONSIBILITIES:
Build, test and ship well-engineered features and enhancements
Design, support, maintain and upgrade highly performant and tested APIs and internal services using tools like Python, Celery, Kubernetes, MySQL, Mongo and Redis
Articulate a long term vision for maintaining and scaling our systems
Work with other engineers, product mangers, designers and leadership to turn our vision into a concrete roadmap every quarter
REQUIREMENTS:
At least 3+ years of experience in software engineering with strong computer science fundamentals
You've architected, built, scaled and maintained production services
You write high quality, well-tested code to meet the needs of your users
You're passionate about building technology at scale and solving challenges for your customers in creative and innovative ways
You've significant experience working with both relational and non-relational databases
Experience with large-scale, distributed systems
Remote opportunities available


WE OFFER:
We offer a challenging job in a dynamic international environment. At 4C you have the opportunity to make an impact. We are proud of our open and informal culture. We offer a comprehensive benefits package including Health, Dental, Life Insurance, Matching 401K, Unlimited Vacation and Maternity and Paternity Leave. The salary will be commensurate with experience.",4.4,"4C Insights
4.4","Chicago, IL",201 to 500 Employees,2011,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,52,106,79.0,"4C Insights
", IL,9,0,0,0,0,0,0,0,1
Software Engineer (Go/Golang),$52K-$106K (Glassdoor est.),"Thycotic, a global leader in IT security, is the fastest growing provider of Privileged Access Management solutions that protect an organization’s most valuable assets from cyber-attacks and insider threats. Our mission is to make self-sufficient security champions, by making security tools people love to use that make privilege management achievable for everyone.

The results show:
--We have over 10,000 customers worldwide ranging from mid-sized organizations to Fortune 100 companies and are adding hundreds of new customers every quarter.
--We are growing at twice the rate of the overall PAM market (50% vs 25%).
-- We are among Inc. 5000 Fastest Growing Companies six years in a row.


Position Summary

The software developer will be a subject matter expert on our technology stack and product delivery as well as contribute to the overall cloud architecture and roadmap planning. Our technology stack is primarily written in Go, Python, and AWS serverless application technologies.

This can be a remote/telecommute position based out of your home office. Reports to the Software Development Team Lead.
Key Responsibilities
Contribute at a senior level to the development process
Help manage developer allocations on tasks to best utilize time and resources
Ensure timely deliveries are met for our continuous delivery initiatives
Work with Product Managers and the team to ensure that commitments are met
Responsible for the quality of work completed
Contribute to the design and architecture of products
Works with Sales/Professional Services/Support as needed

Skills and Requirements
4 - 7 years software development experience
Strong programming experience in Go is required
Strong Amazon Web Services (AWS) experience is preferred
Strong experience working in an agile software development lifecycle with rapid releases
Experience with Azure DevOps, and DevOps tools like Puppet, Chef, Ansible, Terraform is a plus
Experience with performant and scalable API applications is a plus
Passionate about writing quality code, following best practices, solving complex technical challenges, and constantly honing your development skills
Ability to help drive features and roadmap planning
Ability to rapidly learn diverse technologies and apply them
Excellent communication skills
Ability to look at the “big picture,” coming up with great new ideas, but also executing those ideas and writing the code to make it happen
Strong understanding of Object-Oriented principles and developing SaaS applications
Interested in using Test Driven Development

Why Work at Thycotic?

We’re passionate problem-solvers doing our part to make the world a safer place. We invest in people who are smart, self-motivated and collaborative.

What we offer in return is meaningful work, a culture of innovation and great career progression!

Thycotic was named a “Best Places to Work” Award Winner in 2019 and 2020 in recognition of our positive work environment and culture, as reported by employees. A focus on employee advancement and our ethos of respect are just some of the reasons why people love working here!


Thycotic Software, LLC (Thycotic) is an Equal Opportunity and Affirmative Action employer and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

Upon conditional offer of employment, candidates are required to complete a criminal background check and drug screen per Thycotic employment policy.",4.2,"Thycotic
4.2",Remote,201 to 500 Employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),0,0,52,106,79.0,"Thycotic
",0,24,0,1,0,0,0,1,0,1
System Engineer (Digital Marketing),$52K-$106K (Glassdoor est.),"Job Title: System Engineer
*
Team Overview:
Our team is detail-oriented and extraordinarily passionate. We thrive on designing simple and scalable solutions to complex technical problems, and delivering a leading enterprise software platform for our customers. We are looking for exceptionally ambitious and communicative hands-on individuals who are comfortable working with a dynamic team, have experience working in a fast-paced environment, and who have the passion and skills to take our company to the next level.
Job Summary:
A System Engineer position is one that is highly technical and involves working directly with our Clients and the Fluency Team. This includes launching clients on our platform and managing and monitoring them ongoing. A System Engineer is core to our client relationships. The ability to be technical, project manage, QA, code, multitask, teach and build relationships is key to the position.
External Role Duties:
Establish post sale relationships with points of contact.
Educate users how to leverage the Fluency platform.
Help clients adapt old and new advertising strategies for the Fluency platform.
Troubleshoot technical issues as they arise - escalate issues to our engineering team.
Travel to meet with clients, up to 25 percent, but typically less, we do not travel in the current COVID world.
Conduct scheduled meetings including QBRs
Internal Role Duties:
Report back to all internal stakeholders on client issues/problems/requests/sentiment.
Manage tickets on customer issues..
Contribute to onboarding guide/best practices.
Contribute to existing ‘how to’ guides for Fluency platform products and features.
Contribute to internal process documentation.
Identify KPIs to monitor the success of clients' post Fluency platform adoption (client retention rate, client employee retention rate, increased ad budgets, advertising budgets etc.)
Required Experience:
Great person
Be alive and have passion to join our team
What We Look For:
Drive for success
Absolute Expert in Digital Advertising; PPC/FB/Display
Track record of working directly with clients and helping them succeed
Technical mindset in understanding dynamic advertising
Loves feedback, adapts and grows
Passion and expertise working with peers
Extensive Experience with the advertising industry a plus
Job Type: Full-time
Pay: $65,000.00 - $85,000.00 per year
Benefits:
Dental insurance
Disability insurance
Flexible schedule
Health insurance
Paid time off
Referral program
Vision insurance
Schedule:
Monday to Friday
On call
Supplemental Pay:
Bonus pay
COVID-19 considerations:
We are working remote through at least April 2021
Experience:
Digital Advertising: 5 years (Required)
relevant: 5 years (Required)
Required travel:
25% (Preferred)
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
People-oriented -- enjoys interacting with people and working on group projects
Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction
Detail-oriented -- would rather focus on the details of work than the bigger picture
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Autonomous/Independent -- enjoys working with little direction
Innovative -- prefers working in unconventional ways or on tasks that require creativity
This Job Is:
A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or more
Open to applicants who do not have a college diploma
A job for which people with disabilities are encouraged to apply
Company's website:
https://www.fluency.inc
Work Remotely:
Yes, always
COVID-19 Precaution(s):
Remote interview process",-1.0,Fluency Inc,"Burlington, VT",-1,-1,-1,-1,-1,-1,0,0,52,106,79.0,Fluency Inc, VT,-1,0,0,0,0,0,1,0,0
